Iteration,Loss,BPC,Time (ms),MFU
667,4.586,6.6162,4838.52,4.83
668,4.446,6.4143,4843.76,4.83
669,4.6788,6.75,4854.28,4.83
670,4.4853,6.4709,4838.98,4.83
671,4.1255,5.9518,4856.04,4.83
672,3.9302,5.67,4860.61,4.83
673,4.6523,6.7118,4837.54,4.83
674,4.4805,6.464,4840.74,4.83
675,4.5832,6.6122,4853.13,4.83
676,4.8862,7.0492,4841.22,4.83
677,4.7392,6.8372,4860.53,4.83
678,4.5604,6.5792,4854.59,4.83
679,4.9092,7.0826,4841.18,4.83
680,4.3328,6.2509,4857.23,4.83
681,4.7205,6.8102,4858.69,4.83
682,4.7628,6.8713,4838.02,4.83
683,4.7908,6.9116,4858.77,4.83
684,4.3734,6.3095,4858.01,4.83
685,4.6381,6.6914,4840.0,4.83
686,4.254,6.1373,4857.34,4.83
687,4.3077,6.2146,4843.04,4.83
688,4.6894,6.7654,4834.26,4.83
689,4.0701,5.8719,4859.91,4.83
690,4.26,6.1459,4858.36,4.83
691,4.581,6.609,4837.09,4.83
692,3.4398,4.9626,4858.88,4.83
693,4.2907,6.1901,4857.73,4.83
694,4.4277,6.3878,4837.69,4.83
695,4.2791,6.1735,4859.51,4.83
696,4.6576,6.7195,4859.6,4.83
697,3.9076,5.6374,4845.48,4.83
698,4.9132,7.0883,4849.69,4.83
699,4.4077,6.359,4858.75,4.83
700,4.1678,6.0129,4839.38,4.83
701,3.9081,5.6381,4858.24,4.83
702,3.9875,5.7528,4856.25,4.83
703,4.4665,6.4438,4840.01,4.83
704,4.6367,6.6894,4859.22,4.83
705,4.5178,6.5178,4859.64,4.83
706,4.6024,6.6399,4855.51,4.83
707,4.3058,6.2119,4862.94,4.83
708,4.6151,6.6581,4862.91,4.83
709,4.7399,6.8382,4849.67,4.83
710,4.3172,6.2285,4863.16,4.83
711,4.2054,6.0671,4863.37,4.83
712,4.4059,6.3563,4831.28,4.83
713,4.6078,6.6477,4863.61,4.83
714,4.6151,6.6582,4858.29,4.83
715,4.2565,6.1408,4850.05,4.83
716,4.7178,6.8063,4859.88,4.83
717,4.5569,6.5742,4859.37,4.83
718,4.0491,5.8416,4836.95,4.83
719,4.0982,5.9125,4858.65,4.83
720,4.3302,6.2471,4858.49,4.83
721,4.1655,6.0095,4840.13,4.83
722,4.3351,6.2542,4856.78,4.83
723,4.1426,5.9764,4864.16,4.83
724,4.0323,5.8173,4853.98,4.83
725,4.3018,6.2061,4877.23,4.83
726,4.3598,6.2898,4863.63,4.82
727,4.9867,7.1943,4852.59,4.83
728,4.6828,6.7558,4859.41,4.83
729,4.5643,6.5848,4861.17,4.82
730,3.9107,5.6419,4869.16,4.82
731,4.6818,6.7544,4865.59,4.82
732,4.0955,5.9085,4863.72,4.82
733,4.1492,5.9861,4852.3,4.82
734,4.0672,5.8677,4859.31,4.82
735,5.0129,7.2321,4875.37,4.82
736,4.4684,6.4465,4859.71,4.82
737,4.2517,6.1339,4867.24,4.82
738,4.5153,6.5142,4870.45,4.82
739,4.1859,6.039,4858.4,4.82
740,4.1408,5.9739,4861.78,4.82
741,4.756,6.8615,4867.98,4.82
742,4.4307,6.3921,4855.06,4.82
743,4.2937,6.1945,4868.24,4.82
744,4.6211,6.6669,4870.01,4.82
745,4.4229,6.3808,4866.51,4.82
746,4.3825,6.3226,4869.49,4.82
747,4.4199,6.3766,4875.82,4.82
748,4.2742,6.1663,4853.71,4.82
749,4.121,5.9453,4875.94,4.82
750,4.1186,5.9418,4874.44,4.82
751,4.2646,6.1524,4863.47,4.82
752,4.1512,5.989,4876.06,4.82
753,4.6121,6.6539,4866.77,4.82
754,4.0184,5.7973,4862.02,4.82
755,4.6025,6.64,4870.38,4.82
756,4.6845,6.7583,4875.0,4.81
757,4.372,6.3075,4858.93,4.82
758,4.6819,6.7546,4877.98,4.81
759,4.3957,6.3416,4878.85,4.81
760,4.5914,6.624,4859.76,4.81
761,4.2012,6.061,4877.08,4.81
762,4.0083,5.7828,4874.55,4.81
763,4.2459,6.1256,4864.98,4.81
764,4.2974,6.1999,4874.08,4.81
765,4.4449,6.4126,4879.06,4.81
766,4.546,6.5585,4864.4,4.81
767,4.1871,6.0407,4873.79,4.81
768,4.6633,6.7277,4877.27,4.81
769,3.8071,5.4925,4861.24,4.81
770,4.36,6.2902,4877.5,4.81
771,4.6199,6.6651,4869.26,4.81
772,4.4053,6.3556,4866.97,4.81
773,4.0375,5.8249,4878.04,4.81
774,4.055,5.8501,4877.51,4.81
775,4.3585,6.288,4860.87,4.81
776,4.4941,6.4836,4876.23,4.81
777,4.0844,5.8926,4879.91,4.81
778,4.3031,6.208,4860.58,4.81
779,3.9599,5.7129,4876.75,4.81
780,4.5095,6.5059,4878.38,4.81
781,4.289,6.1877,4877.1,4.81
782,4.2256,6.0962,4877.55,4.81
783,4.4911,6.4793,4875.0,4.81
784,4.5896,6.6214,4866.0,4.81
785,4.2167,6.0834,4876.36,4.81
786,4.4997,6.4917,4877.37,4.81
787,3.9996,5.7702,4877.92,4.81
788,4.3225,6.2361,4880.05,4.81
789,4.1984,6.057,4879.35,4.81
790,4.3647,6.2969,4873.63,4.81
791,4.0606,5.8583,4878.17,4.81
792,4.2746,6.167,4882.89,4.81
793,4.641,6.6955,4868.56,4.81
794,4.0578,5.8542,4887.84,4.81
795,4.2881,6.1864,4880.0,4.81
796,4.0113,5.787,4877.36,4.81
797,4.4119,6.365,4878.29,4.81
798,3.8576,5.5653,4879.06,4.81
799,3.888,5.6091,4877.26,4.81
800,4.1166,5.9389,4880.89,4.8
801,4.1725,6.0196,4878.76,4.8
802,3.5786,5.1628,4877.74,4.8
803,4.3367,6.2566,4877.5,4.8
804,3.8795,5.5969,4883.3,4.8
805,4.1184,5.9415,4873.03,4.8
806,4.3359,6.2554,4885.6,4.8
807,4.259,6.1445,4876.85,4.8
808,4.6455,6.7021,4873.2,4.8
809,3.9754,5.7352,4883.67,4.8
810,4.569,6.5917,4880.16,4.8
811,4.1127,5.9334,4872.31,4.8
812,4.326,6.2411,4888.85,4.8
813,3.6715,5.2969,4887.82,4.8
814,3.9245,5.6619,4877.95,4.8
815,4.5108,6.5077,4881.98,4.8
816,4.3815,6.3212,4880.37,4.8
817,4.2119,6.0765,4872.57,4.8
818,4.1439,5.9784,4884.75,4.8
819,4.1944,6.0513,4880.45,4.8
820,3.7189,5.3653,4875.59,4.8
821,3.8892,5.611,4880.65,4.8
822,3.7354,5.3891,4878.89,4.8
823,3.8712,5.585,4869.95,4.8
824,3.5645,5.1425,4886.43,4.8
825,4.3897,6.333,4886.85,4.8
826,4.0445,5.8349,4882.45,4.8
827,4.4444,6.4119,4881.94,4.8
828,3.9455,5.6922,4886.39,4.8
829,3.9369,5.6797,4887.3,4.8
830,3.9989,5.7692,4887.53,4.8
831,4.4497,6.4195,4889.2,4.8
832,3.9137,5.6462,4880.15,4.8
833,4.4953,6.4853,4890.64,4.8
834,4.0648,5.8643,4898.47,4.8
835,3.9013,5.6284,4884.57,4.8
836,4.0665,5.8668,4890.81,4.8
837,3.8889,5.6104,4890.99,4.8
838,3.6186,5.2206,4875.47,4.8
839,4.0886,5.8986,4892.29,4.8
840,4.3759,6.3131,4887.59,4.8
841,4.1504,5.9877,4876.05,4.8
842,3.9434,5.6891,4891.22,4.8
843,4.3427,6.2652,4892.56,4.8
844,3.7796,5.4528,4887.5,4.8
845,3.8301,5.5257,4886.69,4.8
846,4.5014,6.4941,4888.85,4.8
847,3.9389,5.6826,4880.98,4.8
848,4.1135,5.9345,4886.27,4.8
849,4.2171,6.0839,4889.49,4.8
850,4.0801,5.8863,4878.95,4.8
851,4.2484,6.1292,4883.08,4.8
852,4.1408,5.9739,4881.04,4.8
853,3.8463,5.549,4872.9,4.8
854,3.8487,5.5525,4883.53,4.8
855,3.7413,5.3976,4882.15,4.8
856,4.3966,6.343,4881.37,4.8
857,3.73,5.3813,4889.67,4.8
858,4.0433,5.8332,4890.48,4.8
859,3.9392,5.6831,4882.38,4.8
860,4.456,6.4287,4894.23,4.8
861,4.5039,6.4978,4891.38,4.8
862,4.2957,6.1973,4889.12,4.8
863,4.7907,6.9115,4893.3,4.8
864,3.6255,5.2304,4892.11,4.8
865,3.6451,5.2588,4880.82,4.8
866,3.9544,5.7051,4891.57,4.8
867,3.7105,5.3531,4893.63,4.79
868,3.6482,5.2632,4881.21,4.8
869,4.3519,6.2784,4895.32,4.79
870,4.159,6.0001,4894.24,4.79
871,4.0349,5.8211,4885.94,4.79
872,3.7889,5.4662,4894.88,4.79
873,4.1122,5.9326,4895.66,4.79
874,3.5769,5.1604,4886.34,4.79
875,4.2493,6.1305,4894.33,4.79
876,4.2775,6.1711,4893.11,4.79
877,4.0305,5.8148,4890.64,4.79
878,4.1109,5.9308,4893.3,4.79
879,4.195,6.0522,4896.91,4.79
880,3.8409,5.5413,4880.51,4.79
881,3.9251,5.6628,4877.72,4.79
882,3.3163,4.7845,4878.85,4.79
883,3.9526,5.7024,4868.5,4.8
884,3.6558,5.2743,4875.26,4.8
885,4.371,6.306,4881.89,4.8
886,4.2541,6.1373,4872.91,4.8
887,4.2316,6.1048,4875.79,4.8
888,4.4105,6.363,4880.4,4.8
889,4.0762,5.8807,4874.15,4.8
890,3.9392,5.683,4882.37,4.8
891,3.6339,5.2425,4887.7,4.8
892,4.1725,6.0197,4886.25,4.8
893,4.3899,6.3332,4885.64,4.8
894,4.0683,5.8693,4891.67,4.8
895,4.0415,5.8307,4881.57,4.8
896,3.7938,5.4734,4892.8,4.8
897,3.7642,5.4306,4895.09,4.8
898,4.2819,6.1775,4885.32,4.8
899,4.2398,6.1167,4894.46,4.8
900,4.7027,6.7845,4892.06,4.8
901,3.9461,5.693,4886.13,4.8
902,4.2926,6.1929,4882.21,4.8
903,3.3833,4.8811,4872.22,4.8
904,3.7429,5.3999,4849.03,4.8
905,3.7767,5.4486,4868.2,4.8
906,3.8139,5.5023,4858.84,4.8
907,4.1755,6.0239,4840.86,4.81
908,3.7373,5.3917,4859.0,4.81
909,4.2637,6.1513,4866.55,4.81
910,4.1132,5.9341,4862.67,4.81
911,3.7532,5.4147,4866.73,4.81
912,3.9892,5.7552,4875.33,4.81
913,4.0003,5.7712,4875.69,4.81
914,4.1564,5.9964,4881.74,4.81
915,3.9419,5.687,4887.31,4.81
916,3.8565,5.5637,4896.6,4.81
917,4.3236,6.2376,4906.83,4.8
918,4.288,6.1863,4905.98,4.8
919,3.6356,5.2451,4893.23,4.8
920,3.7038,5.3434,4892.09,4.8
921,3.6927,5.3274,4894.31,4.8
922,4.0638,5.8628,4888.0,4.8
923,4.2895,6.1885,4888.8,4.8
924,3.423,4.9383,4900.64,4.8
925,3.8917,5.6145,4889.44,4.8
926,3.9869,5.7519,4893.18,4.79
927,3.9225,5.659,4898.12,4.79
928,3.89,5.612,4887.57,4.79
929,3.6269,5.2326,4892.97,4.79
930,3.2115,4.6332,4896.16,4.79
931,3.4913,5.0369,4888.65,4.79
932,4.0343,5.8203,4898.08,4.79
933,4.2831,6.1791,4894.24,4.79
934,4.6096,6.6503,4891.16,4.79
935,4.3418,6.2639,4898.88,4.79
936,3.5156,5.072,4887.18,4.79
937,3.6472,5.2618,4879.85,4.79
938,3.9155,5.6489,4887.1,4.79
939,4.2471,6.1273,4882.35,4.79
940,4.2498,6.1311,4890.11,4.79
941,4.0485,5.8407,4889.81,4.79
942,4.4155,6.3702,4889.1,4.79
943,3.8402,5.5402,4882.93,4.79
944,4.23,6.1026,4894.52,4.79
945,3.8644,5.5752,4887.94,4.79
946,3.8644,5.5752,4869.97,4.8
947,3.8537,5.5597,4877.1,4.8
948,4.5274,6.5317,4865.92,4.8
949,4.3,6.2036,4835.61,4.8
950,3.9154,5.6487,4867.99,4.8
951,3.6273,5.2331,4869.38,4.81
952,3.5293,5.0917,4854.58,4.81
953,3.431,4.9498,4878.37,4.81
954,4.4474,6.4163,4878.74,4.81
955,4.2527,6.1354,4872.74,4.81
956,4.0032,5.7754,4894.65,4.81
957,4.2347,6.1094,4904.55,4.8
958,3.2331,4.6643,4889.02,4.8
959,4.1804,6.031,4893.48,4.8
960,3.3813,4.8782,4895.39,4.8
961,4.0165,5.7946,4883.05,4.8
962,4.0073,5.7813,4894.0,4.8
963,4.2282,6.1,4900.53,4.8
964,4.0563,5.8521,4895.93,4.8
965,3.9157,5.6492,4902.56,4.79
966,3.9042,5.6326,4898.36,4.79
967,3.9888,5.7546,4883.46,4.79
968,4.2645,6.1524,4889.9,4.79
969,3.7843,5.4595,4893.37,4.79
970,3.5726,5.1542,4893.22,4.79
971,3.9613,5.7149,4901.64,4.79
972,2.9556,4.264,4903.15,4.79
973,3.909,5.6395,4889.04,4.79
974,4.1626,6.0053,4908.21,4.79
975,3.7054,5.3457,4901.97,4.79
976,3.4155,4.9275,4883.58,4.79
977,3.5404,5.1078,4892.05,4.79
978,4.0807,5.8871,4895.05,4.79
979,3.8279,5.5225,4886.01,4.79
980,4.0936,5.9058,4897.16,4.79
981,3.8307,5.5265,4894.13,4.79
982,3.7187,5.3649,4888.32,4.79
983,3.5379,5.1041,4896.78,4.79
984,4.3696,6.304,4894.53,4.79
985,3.8236,5.5163,4880.01,4.79
986,4.2142,6.0799,4890.61,4.79
987,3.8107,5.4977,4894.37,4.79
988,3.6496,5.2652,4890.19,4.79
989,3.809,5.4952,4893.59,4.79
990,3.7446,5.4023,4897.13,4.79
991,4.3528,6.2798,4883.62,4.79
992,3.9185,5.6532,4893.42,4.79
993,3.611,5.2096,4898.02,4.79
994,4.1862,6.0395,4889.35,4.79
995,3.6811,5.3107,4898.69,4.79
996,4.1865,6.0399,4906.96,4.79
997,3.4237,4.9393,4893.06,4.79
998,3.67,5.2947,4905.62,4.79
999,4.0819,5.8889,4897.31,4.79
1000,3.6332,5.2416,4896.48,4.79
